"Barcode"	"Cluster"
"F11_F01_P3-G09_LIG77_9_1"	"F11_F01_P3-G09_LIG77_9_1"	"SRI"
"G02_B03_P1-H01_LIG252_9_1"	"G02_B03_P1-H01_LIG252_9_1"	"eAM"
"G02_B04_P1-H01_LIG245_9_1"	"G02_B04_P1-H01_LIG245_9_1"	"SRI"
"G02_B05_P3-G09_LIG293_9_1"	"G02_B05_P3-G09_LIG293_9_1"	"SRI"
"G02_B11_P1-H02_LIG174_9_1"	"G02_B11_P1-H02_LIG174_9_1"	"SRI"
"G02_B11_P3-G11_LIG326_9_1"	"G02_B11_P3-G11_LIG326_9_1"	"SRI"
"G03_C06_P3-G08_LIG5_9_1"	"G03_C06_P3-G08_LIG5_9_1"	"SRI"
"G03_C11_P1-H01_LIG131_9_1"	"G03_C11_P1-H01_LIG131_9_1"	"SRI"
"G03_C12_P3-G09_LIG350_9_1"	"G03_C12_P3-G09_LIG350_9_1"	"sAM"
"G03_C12_P3-G10_LIG259_9_1"	"G03_C12_P3-G10_LIG259_9_1"	"SRI"
"G03_C12_P3-G11_LIG82_9_1"	"G03_C12_P3-G11_LIG82_9_1"	"sAM"
"G05_D08_P3-G11_LIG27_9_1"	"G05_D08_P3-G11_LIG27_9_1"	"SRI"
"G05_D10_P1-H02_LIG70_9_1"	"G05_D10_P1-H02_LIG70_9_1"	"sAM"
"G06_E06_P1-H01_LIG165_9_1"	"G06_E06_P1-H01_LIG165_9_1"	"SRI"
"G06_E07_P3-G09_LIG271_9_1"	"G06_E07_P3-G09_LIG271_9_1"	"sAM"
"G06_E09_P3-G11_LIG129_9_1"	"G06_E09_P3-G11_LIG129_9_1"	"SRI"
"G06_E11_P1-H01_LIG190_9_1"	"G06_E11_P1-H01_LIG190_9_1"	"SRI"
"G06_E11_P3-G10_LIG23_9_1"	"G06_E11_P3-G10_LIG23_9_1"	"sAM"
"G06_E12_P1-H02_LIG14_9_1"	"G06_E12_P1-H02_LIG14_9_1"	"SRI"
"G10_A02_P1-H01_LIG68_9_1"	"G10_A02_P1-H01_LIG68_9_1"	"SRI"
"G10_A08_P3-G08_LIG281_9_1"	"G10_A08_P3-G08_LIG281_9_1"	"SRI"
"G10_A08_P3-G11_LIG352_9_1"	"G10_A08_P3-G11_LIG352_9_1"	"SRI"
"G10_A12_P3-G09_LIG55_9_1"	"G10_A12_P3-G09_LIG55_9_1"	"SRI"
"G11_B01_P1-H02_LIG16_9_1"	"G11_B01_P1-H02_LIG16_9_1"	"SRI"
"G11_B01_P3-G11_LIG218_9_1"	"G11_B01_P3-G11_LIG218_9_1"	"SRI"
"G11_B02_P3-G08_LIG94_9_1"	"G11_B02_P3-G08_LIG94_9_1"	"SRI"
"G11_B03_P3-G09_LIG212_9_1"	"G11_B03_P3-G09_LIG212_9_1"	"SRI"
"G11_B05_P3-G08_LIG106_9_1"	"G11_B05_P3-G08_LIG106_9_1"	"SRI"
"G11_B05_P3-G11_LIG101_9_1"	"G11_B05_P3-G11_LIG101_9_1"	"SRI"
"G11_B10_P3-G09_LIG30_9_1"	"G11_B10_P3-G09_LIG30_9_1"	"SRI"
"G11_B10_P3-G10_LIG23_9_1"	"G11_B10_P3-G10_LIG23_9_1"	"SRI"
"G11_B10_P3-G11_LIG90_9_1"	"G11_B10_P3-G11_LIG90_9_1"	"SRI"
"G11_F05_P1-H02_LIG93_9_1"	"G11_F05_P1-H02_LIG93_9_1"	"sAM"
"G11_F07_P1-H02_LIG245_9_1"	"G11_F07_P1-H02_LIG245_9_1"	"SRI"
"G12_G04_P1-H02_LIG69_9_1"	"G12_G04_P1-H02_LIG69_9_1"	"SRI"
"G12_G08_P1-H01_LIG213_9_1"	"G12_G08_P1-H01_LIG213_9_1"	"SRI"
"H02_B03_P3-G08_LIG81_9_1"	"H02_B03_P3-G08_LIG81_9_1"	"SRI"
"H02_B03_P3-G11_LIG147_9_1"	"H02_B03_P3-G11_LIG147_9_1"	"SRI"
"H02_B04_P3-G09_LIG270_9_1"	"H02_B04_P3-G09_LIG270_9_1"	"SRI"
"H02_B05_P1-H02_LIG123_9_1"	"H02_B05_P1-H02_LIG123_9_1"	"SRI"
"H02_B06_P3-G09_LIG145_9_1"	"H02_B06_P3-G09_LIG145_9_1"	"SRI"
"H02_B08_P3-G11_LIG156_9_1"	"H02_B08_P3-G11_LIG156_9_1"	"eAM"
"H02_B10_P3-G10_LIG230_9_1"	"H02_B10_P3-G10_LIG230_9_1"	"SRI"
"H02_B12_P3-G09_LIG23_9_1"	"H02_B12_P3-G09_LIG23_9_1"	"SRI"
"H05_D02_P1-H01_LIG350_9_1"	"H05_D02_P1-H01_LIG350_9_1"	"sAM"
"H06_E07_P3-G10_LIG93_9_1"	"H06_E07_P3-G10_LIG93_9_1"	"sAM"
"H06_E10_P1-H01_LIG142_9_1"	"H06_E10_P1-H01_LIG142_9_1"	"SRI"
"H06_E11_P1-H01_LIG145_9_1"	"H06_E11_P1-H01_LIG145_9_1"	"sAM"
"H10_A02_P1-H02_LIG130_9_1"	"H10_A02_P1-H02_LIG130_9_1"	"SRI"
"H10_A03_P3-G08_LIG120_9_1"	"H10_A03_P3-G08_LIG120_9_1"	"SRI"
"H10_A08_P3-G09_LIG125_9_1"	"H10_A08_P3-G09_LIG125_9_1"	"SRI"
"H10_A09_P3-G08_LIG16_9_1"	"H10_A09_P3-G08_LIG16_9_1"	"SRI"
"H10_A10_P3-G09_LIG32_9_1"	"H10_A10_P3-G09_LIG32_9_1"	"SRI"
"H10_A11_P3-G08_LIG13_9_1"	"H10_A11_P3-G08_LIG13_9_1"	"SRI"
"H11_B02_P3-G08_LIG111_9_1"	"H11_B02_P3-G08_LIG111_9_1"	"SRI"
"H11_B04_P1-H01_LIG255_9_1"	"H11_B04_P1-H01_LIG255_9_1"	"SRI"
"H11_B11_P1-H01_LIG143_9_1"	"H11_B11_P1-H01_LIG143_9_1"	"SRI"
"H11_F03_P1-H02_LIG150_9_1"	"H11_F03_P1-H02_LIG150_9_1"	"SRI"
"H11_F12_P1-H02_LIG115_9_1"	"H11_F12_P1-H02_LIG115_9_1"	"SRI"
"H12_G01_P3-G08_LIG80_9_1"	"H12_G01_P3-G08_LIG80_9_1"	"SRI"
"H12_G02_P3-G09_LIG28_9_1"	"H12_G02_P3-G09_LIG28_9_1"	"SRI"
"H12_G12_P3-G09_LIG230_9_1"	"H12_G12_P3-G09_LIG230_9_1"	"SRI"
"G11_B03_P1-F07_LIG217_2_2"	"G11_B03_P1-F07_LIG217_2_2"	"OB"
"B08_G04_P4-E05_LIG81_4_2"	"B08_G04_P4-E05_LIG81_4_2"	"OB"
"D07_D06_P4-E06_LIG155_4_2"	"D07_D06_P4-E06_LIG155_4_2"	"OB"
"E01_F10_P4-E06_LIG88_4_2"	"E01_F10_P4-E06_LIG88_4_2"	"OB"
"G01_F11_P4-E06_LIG51_4_2"	"G01_F11_P4-E06_LIG51_4_2"	"OB"
"G03_B09_P4-E05_LIG178_4_2"	"G03_B09_P4-E05_LIG178_4_2"	"OB"
"G08_G02_P4-E06_LIG237_4_2"	"G08_G02_P4-E06_LIG237_4_2"	"OB"
"G09_H02_P4-E04_LIG382_4_2"	"G09_H02_P4-E04_LIG382_4_2"	"OB"
"H03_B04_P4-E05_LIG151_4_2"	"H03_B04_P4-E05_LIG151_4_2"	"OB"
"A02_B06_P1-F12_LIG201_5_2"	"A02_B06_P1-F12_LIG201_5_2"	"OB"
"A02_B07_P3-G02_LIG134_5_2"	"A02_B07_P3-G02_LIG134_5_2"	"OB"
"A02_B11_P1-F11_LIG118_5_2"	"A02_B11_P1-F11_LIG118_5_2"	"OB"
"A03_C05_P3-G03_LIG97_5_2"	"A03_C05_P3-G03_LIG97_5_2"	"OB"
"A03_C07_P1-F11_LIG116_5_2"	"A03_C07_P1-F11_LIG116_5_2"	"OB"
"A05_D01_P3-G03_LIG238_5_2"	"A05_D01_P3-G03_LIG238_5_2"	"OB"
"A05_D05_P1-F11_LIG257_5_2"	"A05_D05_P1-F11_LIG257_5_2"	"OB"
"A05_D08_P1-F12_LIG55_5_2"	"A05_D08_P1-F12_LIG55_5_2"	"OB"
"A05_D08_P3-G03_LIG109_5_2"	"A05_D08_P3-G03_LIG109_5_2"	"OB"
"A05_D09_P3-G03_LIG52_5_2"	"A05_D09_P3-G03_LIG52_5_2"	"OB"
"A05_D12_P3-G03_LIG282_5_2"	"A05_D12_P3-G03_LIG282_5_2"	"OB"
"A06_E02_P3-G03_LIG162_5_2"	"A06_E02_P3-G03_LIG162_5_2"	"OB"
"A10_A07_P1-F12_LIG220_5_2"	"A10_A07_P1-F12_LIG220_5_2"	"OB"
"A11_B02_P1-F10_LIG291_5_2"	"A11_B02_P1-F10_LIG291_5_2"	"OB"
"A11_F08_P1-F09_LIG308_5_2"	"A11_F08_P1-F09_LIG308_5_2"	"OB"
"A11_F08_P1-F11_LIG247_5_2"	"A11_F08_P1-F11_LIG247_5_2"	"OB"
"A12_G01_P1-F12_LIG176_5_2"	"A12_G01_P1-F12_LIG176_5_2"	"OB"
"A12_G02_P3-G03_LIG184_5_2"	"A12_G02_P3-G03_LIG184_5_2"	"OB"
"B03_C08_P3-G02_LIG338_5_2"	"B03_C08_P3-G02_LIG338_5_2"	"OB"
"B03_C12_P1-F09_LIG189_5_2"	"B03_C12_P1-F09_LIG189_5_2"	"OB"
"B05_D03_P1-F12_LIG99_5_2"	"B05_D03_P1-F12_LIG99_5_2"	"OB"
"B05_D04_P1-F10_LIG56_5_2"	"B05_D04_P1-F10_LIG56_5_2"	"OB"
"B05_D04_P1-F11_LIG210_5_2"	"B05_D04_P1-F11_LIG210_5_2"	"OB"
"B05_D08_P1-F10_LIG61_5_2"	"B05_D08_P1-F10_LIG61_5_2"	"OB"
"B05_D09_P3-G02_LIG320_5_2"	"B05_D09_P3-G02_LIG320_5_2"	"OB"
"B06_E01_P3-G02_LIG349_5_2"	"B06_E01_P3-G02_LIG349_5_2"	"OB"
"B06_E05_P3-G03_LIG190_5_2"	"B06_E05_P3-G03_LIG190_5_2"	"OB"
"B06_E09_P3-G03_LIG155_5_2"	"B06_E09_P3-G03_LIG155_5_2"	"OB"
"B06_E10_P1-F11_LIG62_5_2"	"B06_E10_P1-F11_LIG62_5_2"	"OB"
"B06_E11_P1-F09_LIG48_5_2"	"B06_E11_P1-F09_LIG48_5_2"	"OB"
"B10_A01_P3-G02_LIG156_5_2"	"B10_A01_P3-G02_LIG156_5_2"	"OB"
"B10_A02_P1-F09_LIG43_5_2"	"B10_A02_P1-F09_LIG43_5_2"	"OB"
"B10_A02_P3-G02_LIG264_5_2"	"B10_A02_P3-G02_LIG264_5_2"	"OB"
"B10_A07_P3-G02_LIG309_5_2"	"B10_A07_P3-G02_LIG309_5_2"	"OB"
"B11_B03_P3-G03_LIG80_5_2"	"B11_B03_P3-G03_LIG80_5_2"	"OB"
"B11_B07_P1-F12_LIG321_5_2"	"B11_B07_P1-F12_LIG321_5_2"	"OB"
"B11_B11_P1-F12_LIG248_5_2"	"B11_B11_P1-F12_LIG248_5_2"	"OB"
"B11_F03_P1-F09_LIG90_5_2"	"B11_F03_P1-F09_LIG90_5_2"	"OB"
"B11_F09_P1-F12_LIG25_5_2"	"B11_F09_P1-F12_LIG25_5_2"	"OB"
"B12_G11_P1-F12_LIG285_5_2"	"B12_G11_P1-F12_LIG285_5_2"	"OB"
"C02_B03_P1-F09_LIG273_5_2"	"C02_B03_P1-F09_LIG273_5_2"	"OB"
"C02_B04_P1-F11_LIG208_5_2"	"C02_B04_P1-F11_LIG208_5_2"	"OB"
"C02_B06_P3-G03_LIG188_5_2"	"C02_B06_P3-G03_LIG188_5_2"	"OB"
"C02_B09_P1-F10_LIG324_5_2"	"C02_B09_P1-F10_LIG324_5_2"	"OB"
"C03_C05_P3-G03_LIG379_5_2"	"C03_C05_P3-G03_LIG379_5_2"	"OB"
"C03_C09_P1-F10_LIG43_5_2"	"C03_C09_P1-F10_LIG43_5_2"	"OB"
"C05_D03_P1-F09_LIG44_5_2"	"C05_D03_P1-F09_LIG44_5_2"	"OB"
"C06_E01_P1-F11_LIG108_5_2"	"C06_E01_P1-F11_LIG108_5_2"	"OB"
"C06_E03_P3-G03_LIG204_5_2"	"C06_E03_P3-G03_LIG204_5_2"	"OB"
"C06_E12_P1-F10_LIG323_5_2"	"C06_E12_P1-F10_LIG323_5_2"	"OB"
"C10_A05_P1-F12_LIG48_5_2"	"C10_A05_P1-F12_LIG48_5_2"	"OB"
"C10_A07_P3-G03_LIG364_5_2"	"C10_A07_P3-G03_LIG364_5_2"	"OB"
"C11_B12_P1-F09_LIG75_5_2"	"C11_B12_P1-F09_LIG75_5_2"	"OB"
"C11_F07_P3-G03_LIG79_5_2"	"C11_F07_P3-G03_LIG79_5_2"	"OB"
"C12_G12_P1-F10_LIG127_5_2"	"C12_G12_P1-F10_LIG127_5_2"	"OB"
"D02_B02_P3-G02_LIG270_5_2"	"D02_B02_P3-G02_LIG270_5_2"	"OB"
"D03_C02_P1-F10_LIG132_5_2"	"D03_C02_P1-F10_LIG132_5_2"	"OB"
"D03_C03_P3-G03_LIG90_5_2"	"D03_C03_P3-G03_LIG90_5_2"	"OB"
"D03_C10_P3-G03_LIG203_5_2"	"D03_C10_P3-G03_LIG203_5_2"	"OB"
"D06_E04_P1-F11_LIG211_5_2"	"D06_E04_P1-F11_LIG211_5_2"	"OB"
"D06_E04_P1-F12_LIG19_5_2"	"D06_E04_P1-F12_LIG19_5_2"	"OB"
"D06_E08_P3-G02_LIG179_5_2"	"D06_E08_P3-G02_LIG179_5_2"	"OB"
"D11_B01_P1-F12_LIG311_5_2"	"D11_B01_P1-F12_LIG311_5_2"	"OB"
"D11_B03_P1-F12_LIG128_5_2"	"D11_B03_P1-F12_LIG128_5_2"	"OB"
"D11_B06_P3-G03_LIG41_5_2"	"D11_B06_P3-G03_LIG41_5_2"	"OB"
"D11_B08_P1-F09_LIG119_5_2"	"D11_B08_P1-F09_LIG119_5_2"	"OB"
"D11_B08_P1-F09_LIG227_5_2"	"D11_B08_P1-F09_LIG227_5_2"	"OB"
"D11_B09_P3-G02_LIG6_5_2"	"D11_B09_P3-G02_LIG6_5_2"	"OB"
"D11_F04_P3-G02_LIG90_5_2"	"D11_F04_P3-G02_LIG90_5_2"	"OB"
"D11_F05_P3-G02_LIG8_5_2"	"D11_F05_P3-G02_LIG8_5_2"	"OB"
"D11_F06_P1-F09_LIG197_5_2"	"D11_F06_P1-F09_LIG197_5_2"	"OB"
"D11_F06_P3-G03_LIG48_5_2"	"D11_F06_P3-G03_LIG48_5_2"	"OB"
"D11_F10_P3-G02_LIG63_5_2"	"D11_F10_P3-G02_LIG63_5_2"	"OB"
"D11_F11_P1-F12_LIG19_5_2"	"D11_F11_P1-F12_LIG19_5_2"	"OB"
"D12_G01_P1-F11_LIG331_5_2"	"D12_G01_P1-F11_LIG331_5_2"	"OB"
"D12_G07_P1-F09_LIG178_5_2"	"D12_G07_P1-F09_LIG178_5_2"	"OB"
"D12_G12_P1-F09_LIG276_5_2"	"D12_G12_P1-F09_LIG276_5_2"	"OB"
"D12_G12_P1-F09_LIG47_5_2"	"D12_G12_P1-F09_LIG47_5_2"	"OB"
"E02_B04_P1-F12_LIG188_5_2"	"E02_B04_P1-F12_LIG188_5_2"	"OB"
"E02_B06_P3-G02_LIG371_5_2"	"E02_B06_P3-G02_LIG371_5_2"	"OB"
"E02_B07_P1-F09_LIG119_5_2"	"E02_B07_P1-F09_LIG119_5_2"	"OB"
"E02_B10_P1-F09_LIG174_5_2"	"E02_B10_P1-F09_LIG174_5_2"	"OB"
"E03_C07_P1-F10_LIG236_5_2"	"E03_C07_P1-F10_LIG236_5_2"	"OB"
"E05_D05_P3-G03_LIG34_5_2"	"E05_D05_P3-G03_LIG34_5_2"	"OB"
"E05_D12_P1-F12_LIG269_5_2"	"E05_D12_P1-F12_LIG269_5_2"	"OB"
"E06_E06_P3-G03_LIG115_5_2"	"E06_E06_P3-G03_LIG115_5_2"	"OB"
"E10_A05_P1-F10_LIG305_5_2"	"E10_A05_P1-F10_LIG305_5_2"	"OB"
"E10_A11_P1-F10_LIG45_5_2"	"E10_A11_P1-F10_LIG45_5_2"	"OB"
"E10_A12_P3-G02_LIG111_5_2"	"E10_A12_P3-G02_LIG111_5_2"	"OB"
"E11_B03_P1-F09_LIG52_5_2"	"E11_B03_P1-F09_LIG52_5_2"	"OB"
"E11_B07_P1-F12_LIG69_5_2"	"E11_B07_P1-F12_LIG69_5_2"	"OB"
"E11_B09_P3-G02_LIG242_5_2"	"E11_B09_P3-G02_LIG242_5_2"	"OB"
"E11_F01_P1-F09_LIG65_5_2"	"E11_F01_P1-F09_LIG65_5_2"	"OB"
"E11_F11_P1-F09_LIG215_5_2"	"E11_F11_P1-F09_LIG215_5_2"	"OB"
"E12_G02_P1-F11_LIG283_5_2"	"E12_G02_P1-F11_LIG283_5_2"	"OB"
"E12_G05_P1-F11_LIG163_5_2"	"E12_G05_P1-F11_LIG163_5_2"	"OB"
"F02_B07_P1-F12_LIG248_5_2"	"F02_B07_P1-F12_LIG248_5_2"	"OB"
"F02_B09_P1-F10_LIG171_5_2"	"F02_B09_P1-F10_LIG171_5_2"	"OB"
"F02_B10_P3-G03_LIG294_5_2"	"F02_B10_P3-G03_LIG294_5_2"	"OB"
"F02_B12_P1-F12_LIG173_5_2"	"F02_B12_P1-F12_LIG173_5_2"	"OB"
"F03_C05_P3-G02_LIG94_5_2"	"F03_C05_P3-G02_LIG94_5_2"	"OB"
"F03_C08_P1-F09_LIG229_5_2"	"F03_C08_P1-F09_LIG229_5_2"	"OB"
"F03_C10_P1-F12_LIG218_5_2"	"F03_C10_P1-F12_LIG218_5_2"	"OB"
"F05_D02_P1-F12_LIG240_5_2"	"F05_D02_P1-F12_LIG240_5_2"	"OB"
"F06_E08_P1-F12_LIG184_5_2"	"F06_E08_P1-F12_LIG184_5_2"	"OB"
"F10_A04_P1-F09_LIG351_5_2"	"F10_A04_P1-F09_LIG351_5_2"	"OB"
"F10_A07_P3-G02_LIG295_5_2"	"F10_A07_P3-G02_LIG295_5_2"	"OB"
"F10_A10_P1-F10_LIG132_5_2"	"F10_A10_P1-F10_LIG132_5_2"	"OB"
"F11_F01_P1-F10_LIG112_5_2"	"F11_F01_P1-F10_LIG112_5_2"	"OB"
"F11_F09_P1-F09_LIG106_5_2"	"F11_F09_P1-F09_LIG106_5_2"	"OB"
"F11_F11_P1-F09_LIG66_5_2"	"F11_F11_P1-F09_LIG66_5_2"	"OB"
"F11_F12_P1-F11_LIG224_5_2"	"F11_F12_P1-F11_LIG224_5_2"	"OB"
"G02_B08_P1-F12_LIG58_5_2"	"G02_B08_P1-F12_LIG58_5_2"	"OB"
"G02_B12_P3-G02_LIG127_5_2"	"G02_B12_P3-G02_LIG127_5_2"	"OB"
"G03_C03_P1-F12_LIG266_5_2"	"G03_C03_P1-F12_LIG266_5_2"	"OB"
"G03_C05_P1-F10_LIG304_5_2"	"G03_C05_P1-F10_LIG304_5_2"	"OB"
"G03_C08_P3-G02_LIG115_5_2"	"G03_C08_P3-G02_LIG115_5_2"	"OB"
"G03_C09_P1-F09_LIG205_5_2"	"G03_C09_P1-F09_LIG205_5_2"	"OB"
"G03_C09_P3-G02_LIG21_5_2"	"G03_C09_P3-G02_LIG21_5_2"	"OB"
"G03_C11_P1-F10_LIG67_5_2"	"G03_C11_P1-F10_LIG67_5_2"	"OB"
"G05_D01_P3-G02_LIG46_5_2"	"G05_D01_P3-G02_LIG46_5_2"	"OB"
"G05_D09_P1-F11_LIG88_5_2"	"G05_D09_P1-F11_LIG88_5_2"	"OB"
"G05_D09_P1-F12_LIG274_5_2"	"G05_D09_P1-F12_LIG274_5_2"	"OB"
"G05_D11_P3-G02_LIG361_5_2"	"G05_D11_P3-G02_LIG361_5_2"	"OB"
"G06_E04_P1-F11_LIG165_5_2"	"G06_E04_P1-F11_LIG165_5_2"	"OB"
"G06_E10_P3-G03_LIG303_5_2"	"G06_E10_P3-G03_LIG303_5_2"	"OB"
"G10_A03_P1-F09_LIG80_5_2"	"G10_A03_P1-F09_LIG80_5_2"	"OB"
"G10_A05_P1-F09_LIG195_5_2"	"G10_A05_P1-F09_LIG195_5_2"	"OB"
"G10_A12_P1-F10_LIG296_5_2"	"G10_A12_P1-F10_LIG296_5_2"	"OB"
"G11_B09_P3-G03_LIG128_5_2"	"G11_B09_P3-G03_LIG128_5_2"	"OB"
"G11_F04_P1-F09_LIG177_5_2"	"G11_F04_P1-F09_LIG177_5_2"	"OB"
"G12_G04_P3-G03_LIG301_5_2"	"G12_G04_P3-G03_LIG301_5_2"	"OB"
"G12_G05_P1-F10_LIG377_5_2"	"G12_G05_P1-F10_LIG377_5_2"	"OB"
"H03_C01_P1-F12_LIG223_5_2"	"H03_C01_P1-F12_LIG223_5_2"	"OB"
"H05_D05_P1-F10_LIG345_5_2"	"H05_D05_P1-F10_LIG345_5_2"	"OB"
"H05_D09_P3-G02_LIG10_5_2"	"H05_D09_P3-G02_LIG10_5_2"	"OB"
"H05_D11_P1-F09_LIG203_5_2"	"H05_D11_P1-F09_LIG203_5_2"	"OB"
"H06_E07_P3-G03_LIG287_5_2"	"H06_E07_P3-G03_LIG287_5_2"	"OB"
"H06_E07_P3-G03_LIG340_5_2"	"H06_E07_P3-G03_LIG340_5_2"	"OB"
"H06_E08_P1-F09_LIG269_5_2"	"H06_E08_P1-F09_LIG269_5_2"	"OB"
"H06_E08_P1-F12_LIG155_5_2"	"H06_E08_P1-F12_LIG155_5_2"	"OB"
"H06_E10_P3-G03_LIG45_5_2"	"H06_E10_P3-G03_LIG45_5_2"	"OB"
"H10_A03_P3-G02_LIG88_5_2"	"H10_A03_P3-G02_LIG88_5_2"	"OB"
"H10_A07_P1-F12_LIG189_5_2"	"H10_A07_P1-F12_LIG189_5_2"	"OB"
"H10_A08_P1-F10_LIG153_5_2"	"H10_A08_P1-F10_LIG153_5_2"	"OB"
"H11_B07_P1-F10_LIG175_5_2"	"H11_B07_P1-F10_LIG175_5_2"	"OB"
"H11_B09_P3-G02_LIG143_5_2"	"H11_B09_P3-G02_LIG143_5_2"	"OB"
"H11_F01_P3-G03_LIG358_5_2"	"H11_F01_P3-G03_LIG358_5_2"	"OB"
"H11_F11_P1-F11_LIG313_5_2"	"H11_F11_P1-F11_LIG313_5_2"	"OB"
"H12_G04_P1-F12_LIG47_5_2"	"H12_G04_P1-F12_LIG47_5_2"	"OB"
"H12_G10_P1-F12_LIG290_5_2"	"H12_G10_P1-F12_LIG290_5_2"	"OB"
"A02_B02_P1-G01_LIG363_6_2"	"A02_B02_P1-G01_LIG363_6_2"	"OB"
"A02_B02_P1-G02_LIG130_6_2"	"A02_B02_P1-G02_LIG130_6_2"	"OB"
"A02_B02_P3-G04_LIG257_6_2"	"A02_B02_P3-G04_LIG257_6_2"	"OB"
"A02_B03_P1-G01_LIG231_6_2"	"A02_B03_P1-G01_LIG231_6_2"	"OB"
"A02_B04_P1-G04_LIG218_6_2"	"A02_B04_P1-G04_LIG218_6_2"	"OB"
"A02_B04_P3-G05_LIG77_6_2"	"A02_B04_P3-G05_LIG77_6_2"	"OB"
"A02_B05_P1-G01_LIG256_6_2"	"A02_B05_P1-G01_LIG256_6_2"	"OB"
"A02_B06_P1-G03_LIG352_6_2"	"A02_B06_P1-G03_LIG352_6_2"	"OB"
"A02_B07_P1-G04_LIG40_6_2"	"A02_B07_P1-G04_LIG40_6_2"	"OB"
"A02_B09_P1-G01_LIG26_6_2"	"A02_B09_P1-G01_LIG26_6_2"	"OB"
"A02_B09_P1-G02_LIG322_6_2"	"A02_B09_P1-G02_LIG322_6_2"	"OB"
"A02_B09_P1-G04_LIG38_6_2"	"A02_B09_P1-G04_LIG38_6_2"	"OB"
"A02_B10_P1-G04_LIG350_6_2"	"A02_B10_P1-G04_LIG350_6_2"	"OB"
"A02_B11_P1-G01_LIG77_6_2"	"A02_B11_P1-G01_LIG77_6_2"	"OB"
"A02_B11_P1-G02_LIG354_6_2"	"A02_B11_P1-G02_LIG354_6_2"	"OB"
"A03_C01_P1-G01_LIG82_6_2"	"A03_C01_P1-G01_LIG82_6_2"	"OB"
"A03_C01_P3-G04_LIG51_6_2"	"A03_C01_P3-G04_LIG51_6_2"	"OB"
"A03_C02_P1-G03_LIG303_6_2"	"A03_C02_P1-G03_LIG303_6_2"	"OB"
"A03_C05_P1-G03_LIG95_6_2"	"A03_C05_P1-G03_LIG95_6_2"	"OB"
"A03_C12_P3-G05_LIG251_6_2"	"A03_C12_P3-G05_LIG251_6_2"	"OB"
"A05_D03_P1-G04_LIG221_6_2"	"A05_D03_P1-G04_LIG221_6_2"	"OB"
"A05_D04_P3-G05_LIG61_6_2"	"A05_D04_P3-G05_LIG61_6_2"	"OB"
"A05_D09_P3-G04_LIG84_6_2"	"A05_D09_P3-G04_LIG84_6_2"	"OB"
"A05_D11_P1-G03_LIG35_6_2"	"A05_D11_P1-G03_LIG35_6_2"	"OB"
"A06_E01_P1-G01_LIG343_6_2"	"A06_E01_P1-G01_LIG343_6_2"	"OB"
"A06_E02_P3-G04_LIG253_6_2"	"A06_E02_P3-G04_LIG253_6_2"	"OB"
"A06_E03_P1-G02_LIG266_6_2"	"A06_E03_P1-G02_LIG266_6_2"	"OB"
"A06_E04_P1-G01_LIG168_6_2"	"A06_E04_P1-G01_LIG168_6_2"	"OB"
"A06_E04_P1-G02_LIG224_6_2"	"A06_E04_P1-G02_LIG224_6_2"	"OB"
"A06_E05_P3-G05_LIG14_6_2"	"A06_E05_P3-G05_LIG14_6_2"	"OB"
"A06_E07_P3-G05_LIG293_6_2"	"A06_E07_P3-G05_LIG293_6_2"	"OB"
"A06_E11_P1-G01_LIG49_6_2"	"A06_E11_P1-G01_LIG49_6_2"	"OB"
"A06_E11_P1-G03_LIG164_6_2"	"A06_E11_P1-G03_LIG164_6_2"	"OB"
"A10_A02_P1-G01_LIG335_6_2"	"A10_A02_P1-G01_LIG335_6_2"	"OB"
"A10_A02_P3-G04_LIG323_6_2"	"A10_A02_P3-G04_LIG323_6_2"	"OB"
"A10_A03_P3-G04_LIG216_6_2"	"A10_A03_P3-G04_LIG216_6_2"	"OB"
"A10_A04_P1-G03_LIG10_6_2"	"A10_A04_P1-G03_LIG10_6_2"	"OB"
"A10_A04_P1-G04_LIG43_6_2"	"A10_A04_P1-G04_LIG43_6_2"	"OB"
"A10_A04_P3-G04_LIG377_6_2"	"A10_A04_P3-G04_LIG377_6_2"	"OB"
"A10_A05_P1-G01_LIG332_6_2"	"A10_A05_P1-G01_LIG332_6_2"	"OB"
"A10_A07_P1-G04_LIG14_6_2"	"A10_A07_P1-G04_LIG14_6_2"	"OB"
"A11_B02_P1-G04_LIG175_6_2"	"A11_B02_P1-G04_LIG175_6_2"	"OB"
"A11_B05_P1-G03_LIG231_6_2"	"A11_B05_P1-G03_LIG231_6_2"	"OB"
"A11_B05_P1-G04_LIG175_6_2"	"A11_B05_P1-G04_LIG175_6_2"	"OB"
"A11_B08_P1-G03_LIG381_6_2"	"A11_B08_P1-G03_LIG381_6_2"	"OB"
"A11_B08_P1-G04_LIG22_6_2"	"A11_B08_P1-G04_LIG22_6_2"	"OB"
"A11_B11_P1-G03_LIG160_6_2"	"A11_B11_P1-G03_LIG160_6_2"	"OB"
"A11_F01_P1-G01_LIG5_6_2"	"A11_F01_P1-G01_LIG5_6_2"	"OB"
"A11_F06_P1-G02_LIG90_6_2"	"A11_F06_P1-G02_LIG90_6_2"	"OB"
"A12_G01_P1-G02_LIG368_6_2"	"A12_G01_P1-G02_LIG368_6_2"	"OB"
"A12_G01_P1-G04_LIG121_6_2"	"A12_G01_P1-G04_LIG121_6_2"	"OB"
